"tract","Name","Household_Income_at_Age_35_rP_gP_pall"
40109107403,"Southeast Oklahoma City, Oklahoma City, OK",43978
17031050800,"North Center, Chicago, IL",43976
41035970800,"Klamath Falls, OR",43975
18043070301,"New Albany, IN",43975
53077001000,"Yakima, WA",43974
15009031503,"Lahaina, HI",43974
21113060400,"Wilmore, KY",43973
16027022200,"Wilder, ID",43973
39175938400,"Upper Sandusky, OH",43972
49049002701,"Provost, Provo, UT",43971
39049005700,"South Columbus, Columbus, OH",43971
48113014306,"Irving, TX",43971
12087971001,"Key Largo, FL",43970
48113016514,"Cedar Hill, TX",43970
34017004000,"West Side, Jersey City, NJ",43969
29077004700,"Rogersville, MO",43967
53045960300,"Belfair, WA",43966
35001004748,"Ventana Ranch, Albuquerque, NM",43965
36073040200,"Medina, NY",43963
12057011506,"Tampa, FL",43963
26045020902,"Charlotte, MI",43962
48027020300,"Temple, TX",43962
48201451901,"George Bush Park/Eldridge, Houston, TX",43962
48141010312,"Indian Ridge South, El Paso, TX",43961
6037650902,"Old Town Torrance, Torrance, CA",43960
27003051201,"Minneapolis, MN",43960
51023040301,"Fincastle, VA",43960
51071930300,"Pearisburg, VA",43959
24005400900,"Catonsville, MD",43959
12005001501,"St. Andrews Bay, Panama City, FL",43959
15003006402,"Kalihi Valley, Honolulu, HI",43959
42049011900,"Corry, PA",43958
25027737200,"Millbury, MA",43957
42029307400,"Parkesburg, PA",43957
6037901101,"Quartz Hill, CA",43957
39049009381,"Treebourne Village, Reynoldsburg, OH",43957
6029000904,"Hillcrest, Bakersfield, CA",43956
25009221500,"Gloucester, MA",43955
18039002900,"Elkhart, IN",43955
8013012300,"Boulder, CO",43955
48417950300,"Albany, TX",43954
26125124000,"Holly, MI",43954
6073008343,"University City, San Diego, CA",43954
29213480201,"Branson, MO",43954
12057011106,"Tampa, FL",43953
26049013202,"Fenton, MI",43953
40109107404,"Central Oklahoma City, Oklahoma City, OK",43952
47147080700,"Cedar Hill, TN",43952
31019969500,"Kearney, NE",43952
6037310800,"Burbank, CA",43952
6009000120,"Copperopolis, CA",43952
26021010100,"Coloma, MI",43952
48491020316,"Cedar Park, TX",43952
36005028500,"Bronx County, NY",43951
20155001300,"South Hutchinson, KS",43951
29227960100,"Grant City, MO",43951
36081003600,"Queens County, NY",43951
16001000302,"Collister, Boise, ID",43950
1059973600,"Vina, AL",43950
48281950100,"Lometa, TX",43949
21067003405,"Lexington, KY",43948
6037111301,"Granada Hills, Los Angeles, CA",43948
42039111200,"Titusville, PA",43947
6079010703,"Los Osos, Baywood-Los Osos, CA",43947
6085502102,"Willow Glen, San Jose, CA",43947
8001008548,"Thornton, CO",43947
48439114203,"Azle, TX",43946
34035051500,"Manville, NJ",43946
17099964200,"Streator, IL",43945
6073021600,"Coronado, CA",43945
26139020900,"Grand Haven, MI",43944
6065042402,"Moreno Valley, CA",43944
38017010106,"West Acres, Fargo, ND",43943
42129808100,"Derry, PA",43943
55105000600,"Janesville, WI",43943
40047001401,"Enid, OK",43943
36033951000,"Saranac Lake, NY",43943
26045020800,"Bellevue, MI",43943
36013036402,"Stockton, NY",43942
48113019004,"Garland, TX",43942
51177020108,"Fredericksburg, VA",43942
1089011200,"Huntsville, AL",43941
18097320303,"Washington Township, Indianapolis, IN",43940
8007940400,"Pagosa Springs, CO",43940
6077005110,"Manteca, CA",43939
13069010500,"Douglas, GA",43938
39017010102,"Oxford, OH",43938
6057000402,"Penn Valley, CA",43937
42023960200,"Emporium, PA",43936
34033021102,"Elmer, NJ",43936
39007000300,"Ashtabula, OH",43936
26101000500,"Manistee, MI",43935
16001010333,"Meridian, ID",43935
13223120203,"Dallas, GA",43935
10001042202,"Magnolia, DE",43935
6073020809,"Ramona, Ramona, CA",43935
17125956500,"Havana, IL",43934
29161890300,"Rolla, MO",43934
41051006701,"Hayhurst, Portland, OR",43933
48055960300,"Lockhart, TX",43932
8001008507,"Northglenn, CO",43931
17167001400,"Downtown, Springfield, IL",43930
6037603500,"Gardena, CA",43930
28059040101,"Moss Point, MS",43929
51540000600,"Jefferson Park Avenue, Charlottesville, VA",43929
36027410000,"Arlington, NY",43928
36047041600,"Kings County, NY",43928
37197050102,"East Bend, NC",43926
6067007904,"Fair Oaks, CA",43926
48121021736,"Lewisville, TX",43926
48337950300,"Nocona, TX",43925
6111002500,"Ventura, CA",43925
41051009904,"Holly Brook, Gresham, OR",43924
6031001001,"Hanford, CA",43923
48371950300,"Fort Stockton, TX",43923
22103041210,"Mandeville, LA",43922
54055001200,"Princeton, WV",43921
39057280200,"Yellow Springs, OH",43921
34007607000,"Bellmawr, NJ",43920
21027960200,"Hardinsburg, KY",43918
33013044000,"Northfield, NH",43917
49045130900,"Tooele, UT",43917
6079010404,"Cambria, CA",43916
48363000100,"Graford, TX",43915
6073016613,"Santee, CA",43915
24003750900,"Glen Burnie, MD",43915
47021070402,"Kingston Springs, TN",43914
36081026100,"Queens County, NY",43914
37031970901,"Emerald Isle, NC",43913
29109470400,"Pierce City, MO",43913
53033029700,"Scenic Hill, Kent, WA",43913
26005030902,"Fennville, MI",43913
26057000700,"Wheeler, MI",43912
13089022203,"Decatur, GA",43912
17031816800,"Berkeley, IL",43912
5059020500,"Malvern, AR",43911
55101001003,"Racine, WI",43911
55085971500,"Rhinelander, WI",43910
34031203600,"Prospect Park, NJ",43910
36107020703,"Waverly, NY",43910
26163572700,"Dearborn Heights, MI",43910
41067032408,"Hillsboro, OR",43910
47149041403,"Murfreesboro, TN",43909
23011016000,"Belgrade, ME",43908
25001014402,"East Falmouth, Falmouth, MA",43908
36047048600,"Kings County, NY",43908
17035972400,"Greenup, IL",43907
41007951100,"Seaside, OR",43907
6095251803,"Vallejo, CA",43906
6107002302,"Tulare, CA",43906
42079214600,"Wilkes-Barre, PA",43905
37063001900,"Durham, NC",43905
55063000100,"La Crosse, WI",43905
6107002303,"Tulare, CA",43905
40019892600,"Ardmore, OK",43904
48439111011,"Fort Worth, TX",43904
6067009312,"Meadows, Sacramento, CA",43903
39157022001,"Uhrichsville, OH",43903
17161024300,"Milan, IL",43903
36073401200,"Lyndonville, NY",43903
12009065236,"Florida Indian River, Grant-Valkaria, FL",43903
21195931600,"McCarr, KY",43902
33011010900,"Nashua, NH",43901
6083002928,"Goleta, CA",43901
42023960100,"Emporium, PA",43901
26051000700,"Gladwin, MI",43901
39063000800,"Findlay, OH",43901
48445950400,"Brownfield, TX",43901
41039002403,"Eugene, OR",43901
8059011733,"Union Square, Lakewood, CO",43900
18023950400,"Frankfort, IN",43900
42021011600,"Nanty-Glo, PA",43900
12071050204,"Fort Myers, FL",43900
6037702801,"Clarkdale, Culver City, CA",43900
12011020415,"Tamarac, FL",43899
47103975100,"Petersburg, TN",43899
6037405702,"Covina, CA",43898
34011040902,"Vineland, NJ",43898
16003950200,"Council, ID",43898
36021001500,"Craryville, NY",43898
22087030400,"Arabi, LA",43898
54003972101,"Bunker Hill, WV",43897
48053960100,"Bertram, TX",43897
26015010600,"Delton, MI",43897
24003730100,"Chestnut Hill Cove, Riviera Beach, MD",43897
6075026001,"Excelsior, San Francisco, CA",43896
36047055700,"Kings County, NY",43895
17031829902,"Flossmoor, IL",43895
12103027315,"Rustic Oaks, Palm Harbor, FL",43895
6001405902,"Rancho San Antonio, Oakland, CA",43894
51091970100,"Monterey, VA",43894
6037132502,"Reseda, Los Angeles, CA",43892
6067003502,"Mangan Park, Sacramento, CA",43892
29159481000,"Sedalia, MO",43892
37051000702,"Terry Sanford, Fayetteville, NC",43891
4013071903,"Peoria, AZ",43891
12081001104,"Bradenton, FL",43890
6081601601,"Colma, CA",43889
51630000302,"Fredericksburg, VA",43888
22017023903,"Ellerbee Woods, Shreveport, LA",43888
26145012400,"Brant, MI",43887
17089851102,"Elgin, IL",43886
6089012601,"Oak Run, CA",43886
12009066400,"Golden Beach Estates, Indian Harbour Beach, FL",43886
28067950200,"Laurel, MS",43886
29013070200,"Butler, MO",43885
55079009300,"Uptown, Milwaukee, WI",43885
17081050200,"Bluford, IL",43885
48361021502,"Vidor, TX",43884
36067011800,"Baldwinsville, NY",43884
6113010602,"Davis, CA",43884
6087101100,"Santa Cruz, CA",43884
51059420503,"Alexandria, VA",43884
20009971400,"Great Bend, KS",43884
54007967900,"Heaters, WV",43884
15003007807,"Aiea, HI",43883
13317010301,"Washington, GA",43883
27053020200,"Minneapolis, MN",43883
29027070300,"Fulton, MO",43882
32003001712,"Las Vegas, NV",43882
48215023904,"Edinburg, TX",43882
12086015800,"Miami, FL",43881
39039958600,"Defiance, OH",43881
6029003304,"Taft, CA",43880
26147648000,"Harsens Island, MI",43879
36115080300,"Hudson Falls, NY",43879
34029713402,"Brick, NJ",43879
25025010404,"Fenway/Kenmore, Boston, MA",43879
50019951400,"Newport, VT",43879
36071011300,"Middletown, NY",43878
22077952400,"Livonia, LA",43878
32003002841,"Las Vegas, NV",43878
6013306004,"Antioch, CA",43878
5119002208,"West Markham, Little Rock, AR",43878
36015011200,"Pine City, NY",43878
21177960200,"Central City, KY",43878
6065043818,"Beaumont, CA",43878
26021010200,"Coloma, MI",43876
50027965200,"Bethel, VT",43876
6103000400,"Red Bluff, CA",43875
39143961400,"Fremont, OH",43874
4021000603,"Tucson, AZ",43873
48479001713,"Village Heights, Laredo, TX",43872
6067009618,"Elk Grove, CA",43872
13117130410,"Cumming, GA",43871
27003050807,"Blaine, MN",43871
6017031100,"Placerville, CA",43871
36101960500,"Arkport, NY",43870
47055920400,"Pulaski, TN",43870
41003010800,"Philomath, OR",43870
29053950400,"Boonville, MO",43870
44007015900,"Pawtucket, RI",43869
47165021106,"Hendersonville, TN",43868
12109021302,"St. Augustine, FL",43868
40123089600,"Roff, OK",43866
47009011001,"Maryville, TN",43866
28141950100,"Iuka, MS",43865
16027020501,"Nampa, ID",43863
24033807409,"Beltsville, MD",43863
45045002606,"Taylors, SC",43863
6065043314,"Hemet, CA",43862
33011025500,"Hillsboro, NH",43862
12105011832,"Highland City, FL",43861
39035160300,"Lakewood, OH",43859
24033803605,"New Carrollton, MD",43858
36047053400,"Kings County, NY",43858
45091061403,"Rock Hill, SC",43857
6073019701,"Vista, CA",43857
20161000303,"Manhattan, KS",43856
8005087100,"Dayton Triangle, Aurora, CO",43856
15003008617,"Ewa, Ewa Beach, HI",43856
6095252908,"Vacaville, CA",43856
29189218600,"Kirkwood, MO",43855
36061018500,"Upper West Side, New York, NY",43854
42069110900,"Carbondale, PA",43854
45063021028,"Lexington, SC",43854
48201350500,"Southbelt/ Ellington, Houston, TX",43854
32003003241,"Las Vegas, NV",43854
12086001205,"Miami Shores, FL",43853
6037401311,"Bonita, San Dimas, CA",43853
48277000200,"Paris, TX",43851
41051010405,"North Central, Gresham, OR",43850
35001004747,"Paradise Hills Civic, Albuquerque, NM",43849
37119006302,"Huntersville, NC",43848
40131050502,"Inola, OK",43847
41019020000,"Reedsport, OR",43847
12099003600,"Southside, West Palm Beach, FL",43847
51149850400,"Prince George, VA",43847
27071790100,"International Falls, MN",43847
6059088107,"Garden Grove, CA",43847
36081003400,"Queens County, NY",43847
20073965700,"Eureka, KS",43847
53033025601,"Renton, WA",43847
42073011400,"New Galilee, PA",43847
39061011100,"College Hill, Cincinnati, OH",43846
12001001603,"Golf Club Manor, Gainesville, FL",43846
33007950400,"Northumberland, NH",43845
6001440200,"Union City, CA",43845
13059150900,"Athens, GA",43844
17197882801,"Joliet, IL",43844
5007020304,"Rogers, AR",43844
39021011506,"Woodstock, OH",43844
24033806200,"Hyattsville, MD",43844
17031640700,"South Side, Chicago, IL",43843
20209043803,"Turner, Kansas City, KS",43843
19123950700,"Oskaloosa, IA",43843
41051010402,"Troutdale, OR",43842
12115001201,"Sarasota, FL",43841
21101020601,"Henderson, KY",43841
4013421102,"Mesa, AZ",43841
39151711700,"Canton, OH",43841
39143962000,"Clyde, OH",43841
12001000808,"Kirkwood, Gainesville, FL",43840
26125144800,"Waterford Township, MI",43840
10005051201,"Ocean View, DE",43840
6059001401,"La Habra, CA",43840
42011002700,"Reading, PA",43840
40143005300,"Tulsa, OK",43839
17031804511,"Hanover Park, IL",43839
6059032022,"Mission Viejo, CA",43839
23031026000,"Arundel, ME",43839
48439111514,"Southeast Arlington, Arlington, TX",43838
6037910401,"Palmdale, CA",43838
45083022801,"Inman, SC",43837
48067950100,"Queen City, TX",43837
28085950300,"Brookhaven, MS",43837
6037408006,"West Covina, CA",43837
39151714902,"Waynesburg, OH",43836
1117030317,"Helena, AL",43836
39169002300,"Burbank, OH",43836
40143006703,"Jenks, OK",43835
12021010211,"Central Naples, Naples, FL",43835
10003013200,"Wilmington, DE",43835
26011970300,"Omer, MI",43835
41043030600,"Harrisburg, OR",43834
1123962502,"Dadeville, AL",43834
17043844306,"Villa Park, IL",43833
45063021306,"Gilbert, SC",43832
31153010401,"Bellevue, NE",43832
53033005801,"Magnolia, Seattle, WA",43832
48027021904,"Harker Heights, TX",43832
36005040900,"Bronx County, NY",43832
51059461801,"Oakton, VA",43831
53061052402,"Snohomish, WA",43831
26111291601,"Sanford, MI",43829
54019021100,"Danese, WV",43829
48479001602,"Laredo, TX",43829
9003405600,"Bristol, CT",43827
6073016000,"El Cajon, CA",43827
36085007400,"Richmond County, NY",43827
21087930400,"Greensburg, KY",43825
39017011300,"Middletown, OH",43825
26121003500,"Whitehall, MI",43824
45063020604,"Cayce, SC",43824
9007541500,"Middletown, CT",43824
18049953100,"Rochester, IN",43824
34041030600,"Phillipsburg, NJ",43824
34035052002,"North Plainfield, NJ",43822
53045960400,"Allyn, Allyn-Grapeview, WA",43822
36065021702,"Utica, NY",43822
48449950200,"Mount Pleasant, TX",43822
35001000203,"Montgomery Park, Albuquerque, NM",43821
41039000903,"Veneta, OR",43819
6065040814,"Corona, CA",43818
48339692802,"New Caney, TX",43818
6111005502,"Camarillo, CA",43817
25025170400,"Revere, MA",43816
25013800500,"Liberty Heights, Springfield, MA",43816
4013616200,"Deer Valley, Glendale, AZ",43816
54107000100,"Parkersburg, WV",43815
42077001502,"Allentown, PA",43815
26041970100,"Nahma, MI",43815
6109002100,"Columbia, CA",43814
42079215702,"Shickshinny, PA",43814
17167000400,"Springfield, IL",43814
6071011404,"Big Bear, CA",43814
16055000302,"Rathdrum, ID",43813
6073017701,"Encinitas, CA",43813
36089491300,"Lisbon, NY",43813
4013111000,"Camelback East Village, Phoenix, AZ",43813
24033801211,"Clinton, MD",43813
6001437600,"Harder - Tennyson, Hayward, CA",43812
27021960600,"Backus, MN",43812
2020001732,"Scenic Foothills, Anchorage, AK",43811
39095010001,"Oregon, OH",43811
37087920800,"Waynesville, NC",43811
1031011202,"Enterprise, AL",43811
42123971200,"Sheffield, PA",43810
5029950600,"Perry, AR",43808
17195001100,"Sterling, IL",43808
12087972300,"Key West, FL",43808
55117011400,"Ellis Historical District, Sheboygan, WI",43808
17031130200,"North Park, Chicago, IL",43808
51650011500,"Wythe, Hampton, VA",43808
51073100302,"Gloucester County, VA",43807
36047061003,"Kings County, NY",43807
18063210604,"Avon, IN",43807
12057012208,"Valrico, FL",43807
27053025100,"East Bloomington, Bloomington, MN",43806
48439113918,"Summerfields, Fort Worth, TX",43805
27123042900,"Summit - University, Saint Paul, MN",43805
23009966600,"Deer Isle, ME",43805
44005040302,"Newport East, Middletown, RI",43805
6065043256,"Temecula, CA",43804
39153530901,"Tallmadge, OH",43804
6089010702,"Quartz Hill, Redding, CA",43804
42003240600,"Troy Hill, Pittsburgh, PA",43804
23005016500,"East Baldwin, Baldwin, ME",43804
48491021503,"Egger Acres, Round Rock, TX",43803
21163970500,"Payneville, KY",43802
39155921300,"Warren, OH",43802
26005032000,"Plainwell, MI",43801
33015003400,"Derry, Derry, NH",43800
48201314400,"Astrodome, Houston, TX",43800
6013383000,"Richmond Annex, Richmond, CA",43799
35035000901,"Cloudcroft, NM",43799
35027960600,"Ruidoso, NM",43799
13185011100,"Valdosta, GA",43799
42021013000,"Portage, PA",43799
22115950800,"Pitkin, LA",43798
47179061601,"Jonesborough, TN",43796
8039961100,"Simla, CO",43796
48453001864,"Summit Park At Wells Branch, Austin, TX",43796
18031969100,"Greensburg, IN",43795
22045031200,"New Iberia, LA",43794
48497150601,"Boyd, TX",43793
8101001600,"Aberdeen, Pueblo, CO",43793
22045030302,"Youngsville, LA",43792
29103960200,"Edina, MO",43792
12086018400,"Miami, FL",43792
27021960302,"Backus, MN",43791
12083002402,"Ocala, FL",43791
42123970400,"Pittsfield, PA",43791
13021013504,"Macon, GA",43790
26151970300,"Snover, MI",43789
36031960800,"Willsboro, NY",43789
23005003500,"Willard, South Portland, ME",43789
51179010206,"Stafford, VA",43788
6065941200,"Palm Springs, CA",43788
17143002400,"Peoria, IL",43787
1051030701,"Wetumpka, AL",43787
45083022003,"Spartanburg, SC",43786
8041000400,"East Colorado Springs, Colorado Springs, CO",43786
24009861003,"Lusby, MD",43786
5001480600,"DeWitt, AR",43784
36047042000,"Kings County, NY",43784
8031005002,"East, Denver, CO",43783
36023971200,"Cortland, NY",43783
23013971100,"Vinalhaven, ME",43783
18127050800,"Valparaiso, IN",43782
45043920502,"Murrells Inlet, SC",43781
21141960100,"Auburn, KY",43781
54081000804,"Daniels, WV",43781
13023790300,"Cochran, GA",43779
39113021200,"Dayton, OH",43779
1073010002,"Bessemer, AL",43779
42003512000,"Braddock, PA",43778
56001963400,"Laramie, WY",43777
6037980031,"San Pedro, Los Angeles, CA",43777
51003011303,"Charlottesville, VA",43777
39017010901,"Hamilton, OH",43776
36071010700,"Walden, NY",43776
13275961000,"Thomasville, GA",43776
48299970100,"Llano, TX",43776
36047099200,"Kings County, NY",43776
18163000202,"Spring Park, Evansville, IN",43776
48039660602,"Pearland, TX",43775
48167720900,"Dickinson, TX",43775
53061051400,"Lynnwood, WA",43775
41057960800,"Cloverdale, OR",43775
12011060122,"Plantation, FL",43775
12117021704,"Apopka, FL",43774
18019050904,"Charlestown, IN",43774
1001020801,"Prattville, AL",43774
5007020803,"Bella Vista, AR",43773
29113810304,"Troy, MO",43773
47001020902,"Clinton, TN",43773
55139001300,"Oshkosh, WI",43772
39077916600,"New London, OH",43772
39089753600,"Newark, OH",43772
13067030101,"Acworth, GA",43772
41067031615,"Cooper Mountain - Aloha North, Aloha, OR",43771
12086009038,"Doral, FL",43771
54097966800,"Buckhannon, WV",43770
16003950100,"New Meadows, ID",43770
53067011622,"Lacey, WA",43770
47141001200,"Cookeville, TN",43769
39061023701,"Cincinnati, OH",43769
51143011100,"Danville, VA",43768
48201433202,"Southwest Houston, Houston, TX",43768
16045960300,"Emmett, ID",43767
24015030503,"Elkton, MD",43767
50011010500,"Franklin County, VT",43766
6089012102,"Cascade, Anderson, CA",43766
33009960100,"Littleton, Littleton, NH",43766
37071032401,"Belmont, NC",43766
36097950100,"Burdett, NY",43765
39099812700,"North Jackson, OH",43765
39113125000,"Englewood, OH",43765
22079011500,"Pineville, LA",43765
33007950300,"Dummer, NH",43765
37189921000,"Beech Mountain, NC",43764
17051950800,"Vandalia, IL",43764
53017950500,"East Wenatchee, WA",43763
45045003010,"Simpsonville, SC",43762
22097961000,"Eunice, LA",43761
46005956900,"Huron, SD",43760
36081010600,"Queens County, NY",43760
54077964000,"Kingwood, WV",43760
17117957000,"Benld, IL",43759
48097000600,"Gainesville, TX",43759
6099000601,"Modesto, CA",43759
48439111526,"West Arlington, Arlington, TX",43759
48029121206,"El Dorado, San Antonio, TX",43759
54033030500,"Mount Clare, WV",43758
48113019027,"Garland, TX",43758
26163583500,"Taylor, MI",43758
9009170700,"Meriden, CT",43757
26147646000,"Clay Township, MI",43757
48201322700,"Berkshire Village, Pasadena, TX",43756
4013092402,"Glendale, AZ",43756
25027760100,"Brookfield, MA",43756
42087960400,"McVeytown, PA",43754
21205950200,"Morehead, KY",43754
49049000801,"Geneva, Orem, UT",43754
40131050801,"Oologah, OK",43753
39003011900,"Cridersville, OH",43753
29083950600,"Clinton, MO",43753
36047057100,"Kings County, NY",43752
39025041502,"Amelia, OH",43752
39173020800,"Walbridge, OH",43752
29201780200,"Chaffee, MO",43751
10003010200,"Claymont, DE",43750
32003002833,"Silverado Ranch, Las Vegas, NV",43750
51121020700,"Grissom - Highland, Blacksburg, VA",43749
36047057300,"Kings County, NY",43748
29037060904,"Harrisonville, MO",43748
15009030404,"Makawao, HI",43748
38035010700,"Grand Forks, ND",43747
37063002013,"Parkwood, Durham, NC",43747
40109108709,"Oklahoma County, OK",43747
6065941500,"Hemet, CA",43746
36007010200,"Johnson City, NY",43746
48367140403,"Springtown, TX",43745
32003005101,"Whitney Ranch, Henderson, NV",43745
48015760200,"Sealy, TX",43745
39153506100,"Wallhaven, Akron, OH",43744
12117021614,"Altamonte Springs, FL",43744
53033030005,"Federal Way, WA",43743
12117021606,"Apopka, FL",43743
51073100500,"Gloucester County, VA",43742
12109021203,"St. Augustine, FL",43742
54107010800,"Belleville, WV",43741
42037051000,"Bloomsburg, PA",43741
33001965100,"New Hampton, NH",43740
41015950100,"Port Orford, OR",43739
5119004305,"Maumelle, AR",43739
6053014107,"Seaside, CA",43739
53029972100,"Clinton, WA",43738
49057200100,"Ogden, UT",43738
13235950300,"Hawkinsville, GA",43738
6019005801,"Clovis, CA",43738
42097080300,"Milton, PA",43738
12071030204,"Fort Myers, FL",43737
15003003406,"Makiki - Lower Punchbowl - Tantalus, Honolulu, HI",43737
6037461300,"Pasadena, CA",43737
48029121804,"Uptown, San Antonio, TX",43735
28081950601,"Tupelo, MS",43735
12057011010,"Lutz, FL",43735
49053271000,"La Verkin, UT",43735
32031001201,"Reno, NV",43734
39151712300,"Canton, OH",43733
5007021201,"Siloam Springs, AR",43733
29011960200,"Liberal, MO",43733
41061970300,"Cove, OR",43733
21161960300,"Maysville, KY",43733
12086014400,"Miami, FL",43733
32001950600,"Fallon, NV",43732
27123030702,"Greater East Side, Saint Paul, MN",43732
1033020500,"Tuscumbia, AL",43731
36103158704,"Coram, NY",43729
40119011102,"Perkins, OK",43729
21059000800,"Owensboro, KY",43729
53001950500,"Othello, WA",43729
22103040104,"Bush, LA",43728
48029172002,"Medina Valley, San Antonio, TX",43728
26131970300,"Ontonagon, MI",43728
4005002200,"Flagstaff, AZ",43728
6085504601,"Mountain View, CA",43727
17143002701,"Peoria, IL",43727
42099030602,"Loysville, PA",43727
39025041405,"Cincinnati, OH",43726
26021010600,"Berrien Center, MI",43726
12086006702,"Brickell, Miami, FL",43726
6019006402,"Auberry, CA",43726
49053271400,"St. George, UT",43726
15009031405,"Lahaina, HI",43726
22057021700,"Lockport, LA",43726
6075023300,"Bayview, San Francisco, CA",43726
6077005305,"Tracy, CA",43725
6037482402,"Garvey, Rosemead, CA",43725
6059099701,"Midway City, CA",43724
36031961200,"Essex County, NY",43724
36071010300,"Newburgh, NY",43724
6097153705,"Forestville, CA",43724
6037620521,"North Redondo, Redondo Beach, CA",43723
4013061011,"Litchfield Park, AZ",43723
6071008704,"Yucaipa, CA",43723
36047048800,"Kings County, NY",43723
48167723900,"Crystal Beach, Bolivar Peninsula, TX",43722
18035000700,"Muncie, IN",43722
8041004800,"Colorado Springs, CO",43721
37191001102,"Goldsboro, NC",43721
37071033202,"Howe-Diary TND, Gastonia, NC",43721
6059075805,"Orange, CA",43721
25001014500,"East Falmouth, Falmouth, MA",43720
22073010400,"Calhoun, LA",43720
37001021901,"Graham, NC",43720
41051002901,"Northeast Portland, Portland, OR",43720
6037115401,"Northridge, Los Angeles, CA",43719
37147001301,"Winterville, NC",43719
27013170300,"Tourtellotte Park, Mankato, MN",43718
12073000302,"Indian Head-Leigh, Tallahassee, FL",43718
18003011501,"Fort Wayne, IN",43718
39023003301,"South Vienna, OH",43717
49021110200,"Enoch, UT",43717
15003003800,"Downtown, Honolulu, HI",43717
6067004001,"Southwestern Sacramento, Sacramento, CA",43717
13185011600,"Lake Park, GA",43717
13009970300,"Milledgeville, GA",43717
13067030313,"Marietta, GA",43717
42003270100,"Brighton Heights, Pittsburgh, PA",43717
8099000300,"Lamar, CO",43716
18131959100,"Medaryville, IN",43716
21021930100,"Danville, KY",43716
8001009304,"Northglenn, CO",43715
32007951300,"Elko, NV",43715
51770003100,"Roanoke, VA",43715
48217961400,"Hubbard, TX",43714
39085206600,"The Corniola Realty Company's, Eastlake, OH",43713
21005950202,"Lawrenceburg, KY",43712
41059950600,"Pendleton, OR",43712
34001013202,"Ventnor City, NJ",43712
5007021409,"Rogers, AR",43711
18033020300,"Butler, IN",43710
24033806100,"Hyattsville, MD",43710
53033027900,"Burien, WA",43710
6101050301,"Yuba City, CA",43710
34021002902,"Mercerville-Hamilton Square, Hamilton Township, NJ",43709
12086004702,"Miami Springs, FL",43709
47157020102,"Millington, TN",43708
37151030801,"Asheboro, NC",43708
27061940000,"Deer River, MN",43707
21221970100,"Cadiz, KY",43707
37137950202,"Oriental, NC",43706
12089050202,"Fernandina Beach, FL",43706
18101950300,"Shoals, IN",43704
21111010004,"Louisville, KY",43704
26163568200,"Westland, MI",43703
12031015922,"Royal Lakes, Jacksonville, FL",43702
42017100404,"Levittown, PA",43702
12009066800,"Satellite Beach, FL",43702
5001480500,"Stuttgart, AR",43701
49053270400,"Ivins, UT",43700
48215021202,"McAllen, TX",43700
26021010400,"Benton Harbor, MI",43700
26001000100,"Spruce, MI",43699
48073950600,"Jacksonville, TX",43699
39035152302,"Euclid, OH",43699
29183311602,"O'Fallon, MO",43698
18109510300,"Mooresville, IN",43698
6037480803,"Alhambra, CA",43698
6077003109,"Stockton, CA",43698
48303010301,"Shallowater, TX",43698
6067009328,"Elk Grove, CA",43697
6059086803,"Northwest Anaheim, Anaheim, CA",43697
13169030101,"Macon, GA",43696
51013102001,"Buckingham, Arlington, VA",43696
48097001100,"Gainesville, TX",43694
18145710400,"Shelbyville, IN",43694
8087000700,"Brush, CO",43693
39031961800,"West Lafayette, OH",43693
32003003316,"Astoria Iron Mountain, Las Vegas, NV",43693
39035177304,"Parma, OH",43693
8059010212,"Lamar Heights Area, Arvada, CO",43692
23011010500,"Mayfair, Augusta, ME",43692
40069660300,"Mannsville, OK",43692
33013041500,"Danbury, NH",43691
48121021624,"Northwest Carrollton, Carrollton, TX",43691
18141011303,"South Bend, IN",43691
17031820300,"Summit, IL",43691
6037117101,"North Hills, Los Angeles, CA",43691
35001004717,"Tres Placitas, Albuquerque, NM",43690
36081007100,"Queens County, NY",43690
6013386000,"El Cerrito, CA",43690
22097960200,"Washington, LA",43690
12083001900,"Historic District, Ocala, FL",43690
12057014008,"Sun City Center, FL",43690
20175965800,"Liberal, KS",43689
34017019300,"Hoboken, NJ",43689
49053271100,"St. George, UT",43689
34017001900,"Journal Square, Jersey City, NJ",43689
34007602902,"Pennsauken Township, NJ",43689
6113011103,"Woodland, CA",43688
45091061004,"Fort Mill, SC",43688
53011040806,"Vancouver, WA",43688
17021958800,"Pana, IL",43687
8059010307,"Allendale Area, Arvada, CO",43687
25021456301,"Stoughton, MA",43686
42079201500,"Wilkes-Barre, PA",43686
24033805904,"Hyattsville, MD",43685
28149950600,"Vicksburg, MS",43685
41059951200,"Hermiston, OR",43685
40143007511,"Broken Arrow, OK",43684
41049970100,"Boardman, OR",43684
50007002500,"Winooski, VT",43684
54099005100,"Huntington, WV",43683
6077003111,"Stockton, CA",43683
42121200400,"Franklin, PA",43682
36027200002,"Millbrook, NY",43682
12111381102,"Fort Pierce, FL",43682
6029000903,"Bakersfield, CA",43682
32003005813,"Las Vegas, NV",43682
53011041333,"Burnt Bridge Creek, Vancouver, WA",43681
19155030501,"Council Bluffs, IA",43681
5131010301,"Fort Smith, AR",43680
6001435400,"Hayward, CA",43680
6065040821,"Corona, CA",43679
6037217002,"Central LA, Los Angeles, CA",43679
37025041200,"Kannapolis, NC",43678
